Init Import Duration,Init Perception Planning Duration,Init Functions Duration,Init Post Duration,Total Init Duration,Target Object,Pick Count,Grasp Choice (Seg ID),Grasp Choice Duration,Grasp Score,Total Computation Duration,Total Grasp Planning Duration,Total Motion Planning Duration,Object Name,Grasp Success,Grasped,Total Execution Duration,Retract Success,Dropped,Grasp Result,Retrieved Target Object,Grasp Retracted Objects,Accidental Dropped Objects,Grasp Result finished Count,Grasp Result timeout Count,Grasp Result no_valid_grasps_found Count,Grasp Result grasp_choice_failed Count,Grasp Result no_valid_motion_plan_found Count,Grasp Success True Count,Grasp Success False Count,Grasp Retracted Objects Count,Accidental Dropped Objects Count,Scene,Experiment Path,Method,Total Experiment Time,Dropped Target Object,Error
0.0407307147979736,0.6819992065429688,0.0001554489135742,0.0481467247009277,0.7714722156524658,obj_000048_0,15.0,"10,12,2,5,1,8,8,7,1,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1","18.615403413772583,16.16235852241516,7.584208011627197,11.95249366760254,11.714088678359984,9.566394090652466,7.904972553253174,6.928878784179688,6.025780916213989,5.081131458282471,4.390459299087524,4.34496545791626,4.321979522705078,4.674010753631592,4.348180055618286,4.265176296234131,4.802579164505005,3.922176837921143,3.719888687133789,3.9258275032043457,4.13568925857544,3.937124729156494,3.885485649108887","1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333","43.05238080024719,37.11298155784607,24.874531745910645,28.213995695114136,26.08505606651306,22.19967222213745,21.178760290145878,18.645172357559204,18.065569639205933,15.999009370803831,14.99236273765564","15.109812021255491,13.134588241577148,11.425285339355469,10.92041277885437,7.935625314712524,6.968369245529175,7.522281885147095,6.624883413314819,6.4130589962005615,5.772794008255005,5.094205856323242","4.902964115142822,3.7927207946777344,2.053075075149536,1.982851266860962,3.014280080795288,2.239582300186157,2.301499843597412,1.821531057357788,2.2200727462768555,1.8740019798278809,1.9963419437408447","obj_000129_0,obj_000083_0,obj_000013_0,obj_000049_0,obj_000008_0,obj_000082_0,obj_000082_0,obj_000125_0,obj_000054_0,obj_000042_0,obj_000054_1","True,True,True,True,True,True,True,True,True,True,True","['obj_000129_0'],['obj_000083_0'],['obj_000013_0'],['obj_000049_0'],['obj_000008_0'],['obj_000082_0'],['obj_000082_0'],['obj_000125_0'],['obj_000054_0'],['obj_000042_0'],['obj_000054_1']","27.221648454666138,25.038317918777462,21.757246494293213,23.96792459487915,30.51805806159973,29.087642431259155,18.62065052986145,20.78789639472961,28.09973168373108,16.916337490081787,19.958338022232056","True,True,True,True,True,False,True,True,False,True,False","obj_000049_0,obj_000096_0,obj_000082_0,obj_000129_0,obj_000054_0,obj_000083_0,obj_000008_0,obj_000125_0,obj_000042_0,obj_000013_0","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,grasp_choice_failed,grasp_choice_failed,finished,grasp_choice_failed,grasp_choice_failed",False,"obj_000049_0,obj_000082_0,obj_000129_0,obj_000083_0,obj_000008_0,obj_000125_0,obj_000042_0,obj_000013_0","obj_000096_0,obj_000054_0",11,0,0,4,0,11,0,8,2,structured_567,trial_2025-12-08_19-22-42__structured__all_auto/567__obj_000048_0__dg_only,dg_only,709.8710947036743,,
0.0528059005737304,0.7780611515045166,0.0021600723266601,0.0635113716125488,0.8972666263580322,obj_000045_0,2.0,"6.0,0.0","23.64797830581665,5.513994693756104","1.0,1.0","59.73926424980164,35.87037134170532","26.003891468048096,22.35505199432373","4.65534520149231,3.674065351486206","obj_000061_1,obj_000045_0","True,True","['obj_000061_1'],['obj_000045_0']","45.649346590042114,31.30034565925598","True,True","obj_000050_1,obj_000049_0,obj_000061_1","finished,finished",True,"obj_000045_0,obj_000061_1","obj_000050_1,obj_000049_0",2,0,0,0,0,2,0,2,2,structured_223,trial_2025-12-08_19-22-42__structured__all_auto/223__obj_000045_0__vlm_only,vlm_only,205.10169959068293,,
0.0646116733551025,0.8566868305206299,0.0001599788665771,0.04791259765625,0.9703433513641356,obj_000025_2,6.0,"1,1,5,1,7,-1,1,7,7,1,5,1,5,4,4,0","24.26947450637817,33.71838092803955,28.44990038871765,20.810624361038208,27.560848236083984,15.238953351974487,47.58384370803833,32.53733730316162,31.844031810760494,59.999207735061646,66.6453766822815,38.60272073745728,26.23117733001709,22.544588804244995,11.448283910751345,7.469673156738281","1.0,1.0","84.99396824836731,44.67946815490723","19.637038707733154,13.887479543685911","8.781425952911377,5.827288627624512","obj_000061_0,obj_000025_2","True,True","['obj_000061_0'],['obj_000025_2']","27.761101722717285,29.31402826309204","True,True","obj_000073_0,obj_000034_1,obj_000061_0,obj_000036_0","grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,finished,finished",True,"obj_000025_2,obj_000061_0","obj_000073_0,obj_000034_1,obj_000036_0",2,0,0,4,0,2,0,2,3,structured_241,trial_2025-12-08_19-22-42__structured__all_auto/241__obj_000025_2__vlm_only,vlm_only,763.9479823112488,,
0.0543313026428222,0.6790604591369629,0.0001347064971923,0.0455310344696044,0.7794618606567383,obj_000041_0,4.0,"10,10,10,0","50.518786668777466,63.302000522613525,37.36421036720276,42.93488335609436","1.0,1.0,1.0,1.0","76.66427493095398,87.39704656600952,55.343175411224365,60.1678581237793","16.77906370162964,15.354369401931764,11.34038496017456,10.90192413330078","4.713020324707031,4.47468113899231,3.012002468109131,2.7058427333831787","obj_000078_0,obj_000074_0,obj_000027_0,obj_000041_0","True,True,True,True","['obj_000078_0'],['obj_000074_0'],['obj_000027_0'],['obj_000041_0']","37.2532422542572,29.37353539466858,26.224679470062256,34.56784725189209","True,True,True,True","obj_000078_0,obj_000074_0,obj_000027_0","finished,finished,finished,finished",True,"obj_000078_0,obj_000074_0,obj_000027_0,obj_000041_0",,4,0,0,0,0,4,0,4,0,structured_198,trial_2025-12-08_19-22-42__structured__all_auto/198__obj_000041_0__vlm_dg,vlm_dg,455.35946559906006,,
0.0441694259643554,0.7798900604248047,0.0001361370086669,0.0872421264648437,0.9118454456329346,obj_000059_0,15.0,"5,7,7,5,5,5,5,5,1,1,1,4,1,1,4,1,3,3,1,1,3,3,3,3,1,1,3,3,3,1,3,3,1,1,1,1,3,1,1,1,3,3,3,1","44.04903841018677,33.29496693611145,28.779877185821533,31.129738807678223,28.24583649635315,44.7798376083374,35.31801104545593,25.34512686729431,21.6759250164032,20.809430837631226,24.6757493019104,37.48302245140076,24.91537857055664,27.888818740844727,19.42753219604492,37.4429669380188,49.94865918159485,17.356544256210327,26.53225564956665,29.99636650085449,27.22774910926819,18.286864042282104,21.41180920600891,22.96975159645081,24.74023747444153,31.83224582672119,35.88974571228027,25.288734912872314,31.295886754989624,29.16588568687439,26.608672380447388,19.050533056259155,26.347909927368164,36.12465596199036,24.588787078857425,63.44527983665466,41.70586705207825,14.903218746185305,27.141193866729736,21.06534433364868,14.477776050567629,23.9818127155304,27.4763240814209,28.28706979751587","1.0,1.0","115.92583966255188,114.49682092666626","18.338762760162357,14.481991052627563","7.610003471374512,6.232793092727661","obj_000061_0,obj_000048_1","True,False","['obj_000061_0'],[]","27.978163480758667,41.291409730911255","True,False","obj_000034_1,obj_000073_0,obj_000061_0,obj_000036_0,obj_000048_1","grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,finished,grasp_choice_failed,finished,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed",False,obj_000061_0,"obj_000073_0,obj_000034_1,obj_000048_1,obj_000036_0",2,0,0,13,0,1,1,1,4,structured_241,trial_2025-12-08_19-22-42__structured__all_auto/241__obj_000059_0__vlm_only,vlm_only,1719.4867300987244,,
0.046424388885498,0.7002577781677246,0.0001816749572753,0.1168048381805419,0.8641901016235352,obj_000046_0,6.0,"5,5,6,3,5,0","64.47344541549683,59.88822102546692,103.07839345932008,53.07668328285217,35.12394905090332,29.48587393760681","1.0,1.0,1.0,1.0,1.0,0.6666666666666666","95.30795669555664,87.42225909233093,129.68527173995972,74.37000465393066,52.92878842353821,45.14874243736267","22.339454889297485,19.33258605003357,19.56908679008484,14.48344874382019,11.977567911148071,9.612704038619995","3.818134069442749,3.6498093605041504,3.167689561843872,3.163107395172119,2.268018245697021,2.265310525894165","obj_000043_1,obj_000059_0,obj_000049_0,obj_000047_1,obj_000050_0,obj_000046_0","True,True,True,True,True,True","['obj_000043_1'],['obj_000059_0'],['obj_000049_0'],['obj_000047_1'],['obj_000050_0'],['obj_000046_0']","39.45543646812439,23.820982456207275,26.686898231506348,17.99532175064087,25.97588276863098,61.4595308303833","True,False,True,True,True,True","obj_000049_0,obj_000059_0,obj_000050_0,obj_000047_1,obj_000043_1","finished,finished,finished,finished,finished,finished",True,"obj_000049_0,obj_000050_0,obj_000047_1,obj_000046_0,obj_000043_1",obj_000059_0,6,0,0,0,0,6,0,5,1,structured_251,trial_2025-12-08_19-22-42__structured__all_auto/251__obj_000046_0__vlm_dg,vlm_dg,747.7470684051514,,
0.0559468269348144,0.7289488315582275,0.0001993179321289,0.0596170425415039,0.8452284336090088,obj_000045_0,2.0,"6.0,0.0","54.79468417167664,169.5258240699768","1.0,1.0","88.87652659416199,198.53216075897217","24.269042253494263,21.65774655342102","5.329752683639526,3.5234265327453613","obj_000061_1,obj_000045_0","True,True","['obj_000061_1'],['obj_000045_0']","47.99402737617493,43.49731087684631","True,True","obj_000050_1,obj_000049_0,obj_000061_1","finished,finished",True,"obj_000045_0,obj_000061_1","obj_000050_1,obj_000049_0",2,0,0,0,0,2,0,2,2,structured_223,trial_2025-12-08_19-22-42__structured__all_auto/223__obj_000045_0__vlm_dg,vlm_dg,410.1105489730835,,
0.097240924835205,0.7837738990783691,0.0001223087310791,0.0364546775817871,0.9181790351867676,obj_000025_2,2.0,"4.0,0.0","83.68060946464539,43.25691604614258","1.0,1.0","137.59729933738708,70.1782898902893","18.19254446029663,14.997793674468994","28.34666967391968,6.03695011138916","obj_000061_0,obj_000025_2","True,True","['obj_000061_0'],['obj_000025_2']","30.537761211395264,26.77310013771057","True,True","obj_000073_0,obj_000061_0,obj_000036_0","finished,finished",True,"obj_000025_2,obj_000061_0","obj_000073_0,obj_000036_0",2,0,0,0,0,2,0,2,2,structured_241,trial_2025-12-08_19-22-42__structured__all_auto/241__obj_000025_2__vlm_dg,vlm_dg,318.02515482902527,,MotionGenStatus.TRAJOPT_FAIL
0.0699598789215087,0.7995684146881104,0.0001585483551025,0.0463764667510986,0.9166436195373536,obj_000048_0,6.0,"10,6,10,10,5,0","35.93376874923706,64.13964080810547,86.99091100692749,39.167704343795776,86.96384334564209,9.739934206008911","1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0","58.37038707733154,83.53854846954346,104.42217946052553,56.30129623413086,101.83462047576904,21.94993829727173","14.0460205078125,12.891677141189575,10.811934232711792,10.385016202926636,8.880368947982788,7.11401104927063","4.27867603302002,2.8611509799957275,3.3143320083618164,3.33857798576355,2.783866167068481,1.8412137031555176","obj_000129_0,obj_000049_0,obj_000082_0,obj_000083_0,obj_000044_0,obj_000048_0","True,True,True,True,True,True","['obj_000129_0'],['obj_000049_0'],['obj_000082_0'],['obj_000083_0'],['obj_000044_0'],['obj_000048_0']","37.16120409965515,32.89490580558777,57.98153042793274,31.98804378509521,30.896053075790405,46.517542362213135","False,True,True,True,True,True","obj_000049_0,obj_000096_0,obj_000082_0,obj_000129_0,obj_000044_0,obj_000083_0","finished,finished,finished,finished,finished,finished",True,"obj_000049_0,obj_000082_0,obj_000048_0,obj_000044_0,obj_000083_0","obj_000129_0,obj_000096_0",6,0,0,0,0,6,0,5,2,structured_567,trial_2025-12-08_19-22-42__structured__all_auto/567__obj_000048_0__dg_into_vlm,dg_into_vlm,743.0725808143616,,
0.1664178371429443,0.7427949905395508,0.0002059936523437,0.0164792537689209,0.9267020225524902,obj_000041_0,2.0,"1,0","17.197704076766968,14.09667181968689","1.0,0.6666666666666666","53.76476573944092,46.37562441825867","27.65762972831726,24.29534387588501","4.214192152023315,3.726718187332153","obj_000066_0,obj_000041_0","True,True","['obj_000066_0'],['obj_000041_0']","27.797529935836792,32.00140428543091","True,True",obj_000066_0,"finished,finished",True,"obj_000066_0,obj_000041_0",,2,0,0,0,0,2,0,2,0,structured_227,trial_2025-12-08_19-22-42__structured__all_auto/227__obj_000041_0__dg_only,dg_only,184.15534090995789,,
0.0554549694061279,0.6969027519226074,0.0001478195190429,0.0179231166839599,0.7710065841674805,obj_000049_0,2.0,"0,0","7.545285224914551,7.741974830627441","1.0,1.0","38.91557955741882,35.46963381767273","21.92952013015747,19.203361749649048","5.047563314437866,4.101660490036011","obj_000049_0,obj_000049_0","False,True","[],['obj_000049_0']","40.00661301612854,38.72218489646912","False,True",,"finished,finished",True,obj_000049_0,,2,0,0,0,0,1,1,1,0,structured_251,trial_2025-12-08_19-22-42__structured__all_auto/251__obj_000049_0__dg_into_vlm,dg_into_vlm,180.49724817276,,
0.0413501262664794,0.852738618850708,0.0002026557922363,0.0673358440399169,0.962226390838623,obj_000005_0,3.0,"10,8,0","0.444425106048584,0.3686392307281494,0.4524135589599609","1.0,1.0,0.3333333333333333","27.92242813110352,24.652995109558105,24.168619871139526","17.168903350830078,15.786400556564333,15.710885047912598","5.285606622695923,4.224047660827637,3.6853880882263184","obj_000078_0,obj_000044_0,obj_000005_0","True,True,False","['obj_000078_0'],['obj_000044_0'],[]","36.17973279953003,38.06045174598694,35.00857186317444","True,True,False","obj_000078_0,obj_000005_0,obj_000044_0","finished,finished,finished",,"obj_000078_0,obj_000044_0",obj_000005_0,3,0,0,0,0,2,1,2,1,structured_198,trial_2025-12-08_19-22-42__structured__all_auto/198__obj_000005_0__random,random,230.21801447868347,True,
28.7580635547638,70.2248170375824,0.0002565383911132,0.0564489364624023,99.04011511802672,obj_000046_0,2.0,"6.0,0.0","0.4640393257141113,0.4006638526916504","1.0,0.6666666666666666","33.490891218185425,27.987289905548096","23.475239038467407,20.06497621536255","4.617686748504639,3.4585604667663574","obj_000059_0,obj_000046_0","True,True","['obj_000059_0'],['obj_000046_0']","29.411962032318115,27.153161764144897","True,True","obj_000042_0,obj_000059_0,obj_000050_0","finished,finished",True,"obj_000059_0,obj_000046_0","obj_000042_0,obj_000050_0",2,0,0,0,0,2,0,2,2,structured_251,trial_2025-12-08_19-22-42__structured__all_auto/251__obj_000046_0__random,random,254.1903350353241,,
0.0438423156738281,0.7315983772277832,0.0001623630523681,0.0671255588531494,0.8431007862091064,obj_000049_0,2.0,"6,0","16.0925190448761,11.24200963973999","1.0,1.0","49.39412260055542,32.344188928604126","24.00721764564514,14.072036743164062","4.523986101150513,3.250286340713501","obj_000043_1,obj_000049_0","False,True","[],['obj_000049_0']","33.18851637840271,20.087860584259037","False,True","obj_000059_0,obj_000050_0","finished,finished",True,obj_000049_0,"obj_000059_0,obj_000050_0",2,0,0,0,0,1,1,1,2,structured_251,trial_2025-12-08_19-22-42__structured__all_auto/251__obj_000049_0__dg_only,dg_only,160.49716806411743,,
0.0445954799652099,0.6964247226715088,0.00014328956604,0.0561459064483642,0.7976784706115723,obj_000005_0,6.0,"11,1,6,8,8,6","42.26621794700623,54.88092803955078,24.97710871696472,27.496920347213745,13.27185583114624,9.776269674301147","1.0,1.0,1.0,1.0,1.0,1.0","70.93152976036072,82.0167589187622,49.57430362701416,51.2872006893158,33.080615758895874,23.64703392982483","17.911149263381958,17.905953407287598,15.645638227462769,13.643528938293455,12.03303074836731,7.736093044281006","5.451048851013184,4.6116485595703125,4.17867374420166,5.217629432678223,3.711607217788696,2.2940800189971924","obj_000027_0,obj_000002_0,obj_000044_0,obj_000078_0,obj_000074_0,obj_000051_0","True,True,True,True,True,True","['obj_000027_0'],['obj_000002_0'],['obj_000044_0'],['obj_000078_0'],['obj_000074_0'],['obj_000051_0']","28.34410309791565,41.36911249160767,30.02717518806457,48.92183828353882,37.90634489059448,38.76706647872925","True,False,True,True,True,True","obj_000074_0,obj_000027_0,obj_000005_0,obj_000044_0,obj_000078_0,obj_000002_0","finished,finished,finished,finished,finished,finished",,"obj_000074_0,obj_000027_0,obj_000051_0,obj_000044_0,obj_000078_0","obj_000002_0,obj_000005_0",6,0,0,0,0,6,0,5,2,structured_198,trial_2025-12-08_19-22-42__structured__all_auto/198__obj_000005_0__dg_into_vlm,dg_into_vlm,606.4248168468475,True,
0.0382802486419677,0.8382775783538818,0.0001718997955322,0.0581920146942138,0.9354288578033448,obj_000063_0,5.0,"13.0,9.0,10.0,7.0,0.0","0.4952061176300049,0.4903366565704345,0.3691194057464599,0.4076018333435058,0.3724551200866699","1.0,1.0,1.0,1.0,1.0","40.14077854156494,34.46900415420532,29.74063801765442,26.158366918563843,24.252368211746216","29.11642265319824,24.53572940826416,20.619680881500244,17.383941411972046,15.959481477737429","4.871272802352905,4.461727380752564,4.072644710540772,3.956396579742432,3.650091409683228","obj_000084_0,obj_000064_0,obj_000083_0,obj_000045_0,obj_000063_0","False,True,True,True,True","['obj_000084_0', 'obj_000055_0'],['obj_000064_0'],['obj_000083_0'],['obj_000045_0'],['obj_000063_0']","56.864206075668335,53.42252826690674,40.68688583374024,47.64185452461243,33.254207372665405","False,True,True,True,True","obj_000055_0,obj_000043_0,obj_000084_0,obj_000064_0,obj_000045_0,obj_000083_0","finished,finished,finished,finished,finished",True,"obj_000064_0,obj_000045_0,obj_000063_0,obj_000083_0","obj_000055_0,obj_000084_0,obj_000043_0",5,0,0,0,0,4,1,4,3,structured_586,trial_2025-12-08_19-22-42__structured__all_auto/586__obj_000063_0__random,random,472.7508141994476,,
0.0531926155090332,0.7498874664306641,0.0001604557037353,0.0664260387420654,0.8704752922058105,obj_000045_0,5.0,"5.0,4.0,5.0,1.0,0.0","25.846975803375244,13.403661727905272,8.153464555740356,9.220323085784912,7.898622274398804","1.0,1.0,1.0,1.0,1.0","44.885016441345215,33.6086859703064,24.782825231552124,26.37100577354431,21.85594081878662","9.945856094360352,13.144105195999146,10.19616985321045,10.455530405044556,7.653086185455322","4.859202861785889,3.153944730758667,2.7671189308166504,3.12064266204834,2.8206286430358887","obj_000078_0,obj_000050_0,obj_000063_0,obj_000006_0,obj_000045_0","True,True,False,False,True","['obj_000078_0'],['obj_000050_0'],[],['obj_000042_0'],['obj_000045_0']","44.19965505599976,54.401702880859375,44.15508794784546,38.180739402771,37.71753287315369","True,True,False,False,True","obj_000058_0,obj_000050_0,obj_000078_0,obj_000042_0,obj_000035_0,obj_000006_0","finished,finished,finished,finished,finished",True,"obj_000078_0,obj_000050_0,obj_000045_0","obj_000042_0,obj_000035_0,obj_000006_0,obj_000058_0",5,0,0,0,0,3,2,3,4,structured_233,trial_2025-12-08_19-22-42__structured__all_auto/233__obj_000045_0__vlm_only,vlm_only,435.3622875213623,,
0.0416741371154785,0.716890811920166,0.0001418590545654,0.076324462890625,0.8354113101959229,obj_000044_0,11.0,"6,2,3,7,8,8,1,1,2,2,0","71.44144296646118,31.616990566253666,30.14202189445496,22.05273056030273,26.79123306274414,38.03664517402649,39.45392966270447,41.06857466697693,29.338401079177856,85.59763693809509,12.284794569015505","1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666","107.5974280834198,63.65554928779602,59.25722217559815,46.76831245422363,48.66464257240296,59.241469621658325,55.1985228061676,55.10084700584412,43.230682611465454,98.78924655914308,23.977996826171875","25.19675064086914,24.415483474731445,21.46059465408325,18.181411027908325,15.811232089996338,14.304619073867798,9.180459260940552,7.987461090087891,8.378231048583984,6.583911180496216,5.4793736934661865","6.327032804489136,3.449858427047729,3.6035525798797607,2.730537414550781,2.1539881229400635,3.1970107555389404,2.9710357189178467,2.523073196411133,1.897650957107544,2.9746060371398926,2.7746450901031494","obj_000061_1,obj_000051_1,obj_000055_1,obj_000052_0,obj_000050_0,obj_000050_0,obj_000051_0,obj_000055_0,obj_000041_0,obj_000041_1,obj_000044_0","True,True,True,True,False,True,True,True,True,True,True","['obj_000061_1'],['obj_000051_1'],['obj_000055_1'],['obj_000052_0'],[],['obj_000050_0'],['obj_000051_0'],['obj_000055_0'],['obj_000041_0'],['obj_000041_1'],['obj_000044_0']","37.70694279670715,24.39838933944702,28.05566716194153,41.62417268753052,38.604589223861694,33.9781653881073,21.29530167579651,21.701586961746216,24.635310888290405,20.19711947441101,49.23228812217712","True,True,True,True,False,True,True,True,True,True,True","obj_000055_0,obj_000049_0,obj_000061_1,obj_000041_0,obj_000052_0,obj_000041_1,obj_000050_0,obj_000055_1,obj_000050_1,obj_000051_0,obj_000051_1","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000055_0,obj_000061_1,obj_000041_0,obj_000052_0,obj_000041_1,obj_000050_0,obj_000055_1,obj_000051_0,obj_000044_0,obj_000051_1","obj_000050_1,obj_000049_0",11,0,0,0,0,10,1,10,2,structured_223,trial_2025-12-08_19-22-42__structured__all_auto/223__obj_000044_0__dg_into_vlm,dg_into_vlm,1109.971594333649,,
0.0478229522705078,0.7716953754425049,0.0001308917999267,0.0255236625671386,0.845721960067749,obj_000048_0,3.0,"0.0,0.0,10.0","82.9913399219513,37.56167435646057,80.87038516998291","1.0,1.0,1.0","126.98271894454956,73.23864221572876,111.22323369979858","30.086828231811523,23.393325090408325,16.642552137374878","7.022377014160156,6.064254999160767,7.653378248214722","obj_000048_0,obj_000048_0,obj_000028_0","False,False,False","['obj_000027_0', 'obj_000050_1', 'obj_000048_0'],['obj_000027_0'],[]","38.54799771308899,42.32297682762146,36.27998733520508","False,False,False","obj_000027_0,obj_000050_1,obj_000028_0,obj_000048_0,obj_000068_0","finished,finished,finished",,,"obj_000050_1,obj_000028_0,obj_000048_0,obj_000068_0,obj_000027_0",3,0,0,0,0,0,3,0,5,structured_249,trial_2025-12-08_19-22-42__structured__all_auto/249__obj_000048_0__vlm_dg,vlm_dg,476.3502838611603,True,
0.0608460903167724,0.7739078998565674,0.0001616477966308,0.1004619598388671,0.9359395503997804,obj_000048_0,6.0,"10,6,11,1,9,0","45.87615156173706,54.80238103866577,40.25360250473023,35.045944929122925,37.75877046585083,32.8460066318512","1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0","71.75019836425781,74.3928108215332,58.97377967834473,53.843623876571655,55.12491750717163,49.66867446899414","14.707119703292848,12.988950490951538,11.2085862159729,11.930490255355837,10.562137603759766,10.42428970336914","6.794882774353027,2.9168343544006348,3.583503007888794,3.0982460975646973,3.051616907119751,2.81550407409668","obj_000129_0,obj_000049_0,obj_000083_0,obj_000008_0,obj_000082_0,obj_000048_0","True,True,True,False,True,True","['obj_000129_0'],['obj_000049_0'],['obj_000083_0'],[],['obj_000082_0'],['obj_000048_0']","36.05439281463623,37.5149610042572,24.530184984207157,32.904900550842285,25.889000177383423,18.965447902679443","True,True,False,True,True,True","obj_000049_0,obj_000096_0,obj_000082_0,obj_000129_0,obj_000008_0","finished,finished,finished,finished,finished,finished",True,"obj_000049_0,obj_000129_0,obj_000048_0,obj_000082_0","obj_000008_0,obj_000096_0",6,0,0,0,0,5,1,4,2,structured_567,trial_2025-12-08_19-22-42__structured__all_auto/567__obj_000048_0__vlm_dg,vlm_dg,606.2514426708221,,
0.0549101829528808,0.7001378536224365,0.0002081394195556,0.0474288463592529,0.8032307624816895,obj_000044_0,15.0,"1,1,1,3,3,9,3,0,3,3,1,1,1,1,3,3,3,9,3,9,3,0,3,3,3,1,9,1,3,3,1,3,3,3,8,3,3,3,9,3,1,9,9,9,3","14.366231203079224,11.513351440429688,7.205737590789795,16.35103130340576,6.24681282043457,10.138396739959717,11.539278268814089,12.693542718887327,9.256625890731812,18.840685606002808,13.47504997253418,12.1789813041687,14.817652702331545,10.990729331970217,8.427812814712524,7.555875539779663,7.202817916870117,9.20484185218811,7.727717876434326,9.855418920516968,12.67690396308899,6.434385061264038,9.68880820274353,21.273106813430783,8.589283466339111,8.225244760513306,13.783940076828005,7.750688314437866,8.413346767425537,16.731663703918457,29.16620421409607,9.508609294891356,16.576091289520264,5.066915035247803,8.903894186019897,7.919131278991699,11.07130479812622,8.215569019317627,13.838380098342896,17.266964197158813,7.185246229171753,10.60945463180542,15.52561378479004,34.230247259140015,8.872010946273804",,,,,,,,,,,"grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed,grasp_choice_failed",False,,,0,0,0,15,0,0,0,0,0,structured_223,trial_2025-12-08_19-22-42__structured__all_auto/223__obj_000044_0__vlm_only,vlm_only,1039.976574420929,,
0.0967969894409179,0.7622182369232178,0.000220775604248,0.1201052665710449,0.9800066947937012,obj_000063_0,3.0,"7,4,0","23.59187793731689,25.42755699157715,21.98946976661682","1.0,1.0,1.0","62.48880648612976,64.06381249427795,57.31118130683899","29.054781913757324,28.128707885742188,26.167201042175293","4.759582281112671,5.862339019775391,4.49308180809021","obj_000043_0,obj_000017_0,obj_000063_0","False,True,True","[],['obj_000017_0'],['obj_000063_0']","48.70225381851196,45.25579452514648,32.97378754615784","False,True,True",obj_000017_0,"finished,finished,finished",True,"obj_000017_0,obj_000063_0",,3,0,0,0,0,2,1,2,0,structured_586,trial_2025-12-08_19-22-42__structured__all_auto/586__obj_000063_0__dg_only,dg_only,370.6937353610992,,
0.0551104545593261,0.7896103858947754,0.0001676082611083,0.0572869777679443,0.9026458263397216,obj_000041_0,2.0,"5,0","0.4911293983459472,0.4126338958740234","1.0,0.6666666666666666","36.90230226516724,26.499867916107178","27.935070514678955,17.396713256835938","3.975656032562256,3.966295957565308","obj_000065_0,obj_000041_0","True,True","['obj_000065_0'],['obj_000041_0']","34.18687915802002,33.95724654197693","True,True","obj_000065_0,obj_000066_0","finished,finished",True,"obj_000065_0,obj_000041_0",obj_000066_0,2,0,0,0,0,2,0,2,1,structured_227,trial_2025-12-08_19-22-42__structured__all_auto/227__obj_000041_0__random,random,156.22154068946838,,
0.0443160533905029,0.8590762615203857,0.0002012252807617,0.0583541393280029,0.9624125957489014,obj_000025_2,4.0,"3,3,3,0","0.5241341590881348,0.3726122379302978,0.566908597946167,0.4971923828125","1.0,1.0,1.0,1.0","35.62807846069336,33.34955024719238,35.72563123703003,26.098392248153687","19.868693351745605,18.763505220413208,19.381685256958008,13.77822995185852","7.619437456130981,7.3431396484375,8.706930160522461,5.690836429595947","obj_000048_1,obj_000048_1,obj_000061_0,obj_000025_2","False,False,True,True","[],[],['obj_000061_0'],['obj_000025_2']","30.707410097122192,26.312435626983643,26.50945615768433,39.47301959991455","False,True,True,True","obj_000073_0,obj_000048_1,obj_000061_0,obj_000036_0","finished,finished,finished,finished",True,"obj_000025_2,obj_000061_0","obj_000073_0,obj_000048_1,obj_000036_0",4,0,0,0,0,2,2,2,3,structured_241,trial_2025-12-08_19-22-42__structured__all_auto/241__obj_000025_2__random,random,313.53974771499634,,
