Init Import Duration,29.166264057159424
Init Perception Planning Duration,13.484622955322266
Init Functions Duration,0.00037169456481933594
Init Post Duration,0.10680198669433594
Total Init Duration,42.75926160812378
Target Object,obj_000070_0
Pick Count,1
Grasp Result,no_valid_grasps_found
Retrieved Target Object,False
