Init Import Duration,Init Perception Planning Duration,Init Functions Duration,Init Post Duration,Total Init Duration,Target Object,Pick Count,Grasp Choice (Seg ID),Grasp Choice Duration,Grasp Score,Total Computation Duration,Total Grasp Planning Duration,Total Motion Planning Duration,Object Name,Grasp Success,Grasped,Total Execution Duration,Retract Success,Dropped,Grasp Result,Retrieved Target Object,Grasp Retracted Objects,Accidental Dropped Objects,Grasp Result finished Count,Grasp Result timeout Count,Grasp Result no_valid_grasps_found Count,Grasp Result grasp_choice_failed Count,Grasp Result no_valid_motion_plan_found Count,Grasp Success True Count,Grasp Success False Count,Grasp Retracted Objects Count,Accidental Dropped Objects Count,Scene,Experiment Path,Method,Total Experiment Time,Error,Dropped Target Object
0.0398170948028564,0.4893214702606201,0.0001709461212158,0.0487849712371826,0.5785119533538818,obj_000047_1,8.0,"11,3,2,4,3,3,7,0","27.62750029563904,26.073025226593018,53.73887658119202,26.88397979736328,53.710439920425415,76.03352069854736,29.298686742782596,6.718679428100586","1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666","71.02999520301819,65.43009805679321,88.00119686126709,58.6460223197937,87.63464593887329,103.24660062789916,50.20886039733887,23.12441873550415","30.247504711151123,27.244324684143063,23.35378241539001,19.954939603805546,23.994701147079468,19.021522045135494,13.630757570266724,9.27277398109436","6.362671375274658,6.193225860595703,5.418461084365845,6.442506790161133,5.2306201457977295,4.074543237686157,3.199747085571289,3.436354398727417","obj_000064_0,obj_000060_0,obj_000047_2,obj_000058_0,obj_000060_1,obj_000060_1,obj_000056_2,obj_000047_1","True,True,True,True,False,True,True,True","['obj_000064_0'],['obj_000060_0'],['obj_000047_2'],['obj_000058_0'],[],['obj_000060_1'],['obj_000056_2'],['obj_000047_1']","37.44007444381714,24.68475461006165,28.59859275817871,27.706473112106323,21.350093126297,20.20827436447144,22.462185382843018,25.67824649810791","True,True,True,True,False,True,True,True","obj_000058_0,obj_000060_1,obj_000056_2,obj_000060_0,obj_000066_0,obj_000047_2,obj_000064_0","finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000058_0,obj_000060_1,obj_000056_2,obj_000060_0,obj_000047_1,obj_000047_2,obj_000064_0",obj_000066_0,8,0,0,0,0,7,1,7,1,difficult_114,trial_2025-11-21_15-54-44__difficult__all_auto/114__obj_000047_1__dg_into_vlm,dg_into_vlm,816.9985706806183,,
0.0399541854858398,0.5991179943084717,0.0001764297485351,0.0283839702606201,0.6681275367736816,obj_000065_0,15.0,"4,-1,-1,-1,7,3,3,4,3,5,-1,-1,-1,5,1,1,2,0","33.09410881996155,25.872687816619877,34.110705614089966,22.693596363067627,32.9381308555603,26.27891445159912,59.67250418663025,45.11341953277588,65.0165741443634,42.00517582893372,54.922165632247925,39.38907313346863,53.64242172241211,43.60326099395752,40.38560676574707,35.95034122467041,24.036949396133423,18.853784561157227","1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666","69.90080142021179,67.80042219161987,56.06372356414795,86.69763946533203,67.30052614212036,79.41173815727234,55.426934242248535,57.78685665130615,53.93257689476013,49.18411421775818,34.5178108215332,26.640060424804688","24.053072929382324,21.354931831359863,18.39689326286316,16.12834882736206,11.901597261428831,7.391239404678345,7.210309982299805,9.065665006637571,7.935108184814453,7.409526109695435,5.152301788330078,3.128756046295166","6.404999256134033,7.745484113693237,5.840660572052002,5.423342943191528,5.672449827194214,3.4219064712524414,2.8035426139831543,1.7894330024719238,2.3878955841064453,2.5039587020874023,1.8724234104156492,1.572800874710083","obj_000016_0,obj_000068_0,obj_000012_0,obj_000051_0,obj_000058_0,obj_000053_0,obj_000079_0,obj_000063_0,obj_000006_0,obj_000010_0,obj_000015_0,obj_000065_0","True,True,True,True,True,False,False,True,True,False,True,True","['obj_000016_0'],['obj_000068_0'],['obj_000012_0'],['obj_000051_0'],['obj_000058_0'],[],[],['obj_000063_0'],['obj_000006_0'],[],['obj_000015_0'],['obj_000065_0']","28.342259407043457,20.159234523773197,26.05507779121399,21.62790441513061,21.8203718662262,20.13719153404236,22.431228399276733,15.71723985671997,22.59368205070496,17.180787086486816,20.469072580337524,20.452829360961918","True,True,True,True,True,False,False,True,False,False,True,True","obj_000051_0,obj_000058_0,obj_000020_0,obj_000068_0,obj_000016_0,obj_000006_0,obj_000063_0,obj_000012_0,obj_000015_0","finished,grasp_choice_failed,finished,finished,finished,finished,finished,finished,grasp_choice_failed,finished,finished,finished,finished,no_valid_grasps_found,finished",True,"obj_000051_0,obj_000058_0,obj_000068_0,obj_000016_0,obj_000015_0,obj_000063_0,obj_000012_0,obj_000065_0","obj_000020_0,obj_000006_0",12,0,1,2,0,9,3,8,2,difficult_116,trial_2025-11-21_15-54-44__difficult__all_auto/116__obj_000065_0__vlm_dg,vlm_dg,1313.0261371135712,,
0.0459656715393066,0.9438581466674804,0.0001227855682373,0.0462419986724853,1.0366127490997314,obj_000045_0,5.0,"8,3,5,4,0","15.767504930496216,12.182151794433594,8.001750469207764,8.08842396736145,5.341007947921753","1.0,1.0,1.0,1.0,0.6666666666666666","48.10082626342773,40.2864556312561,34.49391579627991,32.21185612678528,26.416980981826782","21.95337152481079,18.10705161094665,20.1262264251709,17.40187931060791,14.177350997924805","5.179688692092896,5.511900186538696,2.279921293258667,2.951314687728882,3.1578335762023926","obj_000061_0,obj_000062_0,obj_000065_0,obj_000067_0,obj_000045_0","True,True,True,True,True","['obj_000061_0'],['obj_000062_0'],['obj_000065_0'],['obj_000067_0'],['obj_000045_0']","27.94472026824951,29.70259928703308,24.422869443893436,19.195509910583496,28.083375692367557","True,True,True,True,True","obj_000065_0,obj_000061_0,obj_000062_0,obj_000067_0","finished,finished,finished,finished,finished",True,"obj_000061_0,obj_000062_0,obj_000065_0,obj_000045_0,obj_000067_0",,5,0,0,0,0,5,0,5,0,difficult_153,trial_2025-11-21_15-54-44__difficult__all_auto/153__obj_000045_0__dg_only,dg_only,351.8896064758301,,
0.0530939102172851,0.4670097827911377,0.0001392364501953,0.0764880180358886,0.5972654819488525,obj_000057_0,5.0,"4,7,5,3,0","45.79456686973572,55.7448525428772,39.99681735038757,75.24869775772095,26.03005075454712","1.0,1.0,1.0,1.0,1.0","88.27819442749023,100.47533845901488,80.13400459289551,114.58126664161682,61.416738986968994","30.080232620239254,34.08452153205872,30.85412120819092,28.291363954544067,26.98494601249695","6.4123311042785645,5.192889451980591,4.746317386627197,6.044191360473633,4.178809404373169","obj_000058_0,obj_000068_0,obj_000061_0,obj_000067_0,obj_000057_0","True,True,True,True,True","['obj_000058_0'],['obj_000068_0'],['obj_000061_0'],['obj_000067_0'],['obj_000057_0']","37.660627126693726,40.33127570152283,28.41935133934021,43.22754693031311,33.20581555366516","True,True,True,True,True","obj_000068_0,obj_000058_0,obj_000067_0,obj_000061_0","finished,finished,finished,finished,finished",True,"obj_000058_0,obj_000057_0,obj_000061_0,obj_000068_0,obj_000067_0",,5,0,0,0,0,5,0,5,0,difficult_173,trial_2025-11-21_15-54-44__difficult__all_auto/173__obj_000057_0__vlm_dg,vlm_dg,683.4397888183594,,
0.0431947708129882,0.5844600200653076,0.0001718997955322,0.046170949935913,0.6743431091308594,obj_000063_0,11.0,"0,0,1,5,6,3,5,2,0,1,0","15.697386026382446,14.739646434783936,15.692566156387327,15.622358322143556,15.83901572227478,14.931211233139038,12.697303295135498,12.16901445388794,11.48418116569519,14.66351056098938,11.355722904205322","0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333","55.51115679740906,48.17374396324158,52.15118432044983,48.35398769378662,44.71531796455383,44.25116753578186,39.839491844177246,36.7457594871521,36.53435277938843,28.32251024246216","29.300096035003666,21.458635330200195,24.310579538345337,22.001967430114743,19.5630304813385,22.274092435836792,18.895122051239014,16.70460057258606,15.355550289154053,10.734904766082764","5.722033500671387,5.2008216381073,6.616734743118286,5.470431089401245,5.061838150024414,4.695912599563599,4.484345436096191,4.503985166549683,2.8549060821533203,2.546351671218872","obj_000063_0,obj_000047_0,obj_000059_0,obj_000049_0,obj_000058_0,obj_000068_0,obj_000067_0,obj_000063_0,obj_000046_0,obj_000063_0","False,True,True,False,True,True,True,True,True,True","[],['obj_000047_0'],['obj_000059_0'],[],['obj_000058_0'],['obj_000068_0'],['obj_000067_0'],['obj_000063_0'],['obj_000046_0'],['obj_000063_0']","41.21200585365296,34.46655464172363,43.33708691596985,36.8875527381897,39.4937596321106,35.95002603530884,40.34540224075317,31.62584161758423,31.04108309745789,29.898444890975952","False,True,True,True,True,True,False,False,True,True","obj_000058_0,obj_000046_0,obj_000041_0,obj_000068_0,obj_000059_0,obj_000049_0,obj_000047_0,obj_000067_0","no_valid_motion_plan_found,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000058_0,obj_000046_0,obj_000068_0,obj_000059_0,obj_000063_0,obj_000047_0","obj_000041_0,obj_000049_0,obj_000067_0",10,0,0,0,1,8,2,6,3,difficult_173,trial_2025-11-21_15-54-44__difficult__all_auto/173__obj_000063_0__dg_only,dg_only,949.328132390976,,
0.0502200126647949,0.4433686733245849,0.0002288818359375,0.0395722389221191,0.5338277816772461,obj_000043_0,8.0,"9.0,9.0,4.0,3.0,2.0,3.0,2.0,0.0","26.05915069580078,22.82961916923523,25.014525890350345,16.715959787368774,21.69068384170532,40.72550344467163,34.89331245422363,6.234328746795654","1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0","65.08136177062988,61.42219853401184,49.38205432891846,36.04936647415161,38.705201148986816,54.80828022956848,47.80659008026123,15.34642505645752","25.94099831581116,23.67745351791382,15.3903226852417,12.349506378173828,10.685601711273192,7.570758581161499,7.592918872833252,3.957875490188599","6.840365409851074,9.069047212600708,4.695915699005127,3.346860885620117,2.497659921646118,3.146180391311645,1.882232904434204,1.2176203727722168","obj_000078_0,obj_000024_0,obj_000066_0,obj_000007_0,obj_000004_0,obj_000035_0,obj_000052_0,obj_000043_0","True,True,False,True,False,False,True,True","['obj_000078_0'],['obj_000024_0'],[],['obj_000007_0'],['obj_000045_0'],[],['obj_000052_0'],['obj_000043_0']","46.57449913024902,48.62886381149292,37.361244678497314,34.08188223838806,37.18188762664795,33.450786113739014,32.34462070465088,30.767565727233887","True,True,True,False,False,True,True,True","obj_000009_0,obj_000004_0,obj_000078_0,obj_000007_0,obj_000035_0,obj_000066_0,obj_000024_0,obj_000052_0,obj_000028_0,obj_000045_0","finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000078_0,obj_000052_0,obj_000024_0,obj_000043_0","obj_000009_0,obj_000004_0,obj_000007_0,obj_000035_0,obj_000066_0,obj_000028_0,obj_000045_0",8,0,0,0,0,5,3,4,7,difficult_163,trial_2025-11-21_15-54-44__difficult__all_auto/163__obj_000043_0__dg_into_vlm,dg_into_vlm,754.8185470104218,,
0.0442166328430175,0.4883966445922851,0.000133991241455,0.0158395767211914,0.5491082668304443,obj_000045_0,7.0,"5,4,3,5,3,4,0","0.412128210067749,0.3722612857818603,0.3628911972045898,0.3318259716033935,0.3140590190887451,0.3837862014770508,0.3126981258392334","1.0,1.0,1.0,1.0,1.0,1.0,1.0","31.068005561828613,27.29312348365784,24.650441646575928,25.89175510406494,19.215741634368896,16.754673719406128,14.855714559555054","21.154505491256717,18.31888723373413,14.945300102233888,17.8012912273407,12.810160875320436,11.268134355545044,9.604760646820068","4.540011644363403,4.089872598648071,4.925466537475586,3.785184144973755,2.611287832260132,1.6956281661987305,1.7184832096099854","obj_000067_0,obj_000053_0,obj_000062_0,obj_000061_0,obj_000065_0,obj_000049_0,obj_000045_0","True,True,True,True,True,False,True","['obj_000067_0'],['obj_000053_0'],['obj_000062_0'],['obj_000061_0'],['obj_000065_0'],['obj_000048_0'],['obj_000045_0']","31.5638530254364,24.902745962142944,26.39899206161499,23.19867420196533,25.932116508483887,64.12638354301453,20.596485376358032","True,True,True,True,True,False,True","obj_000061_0,obj_000048_0,obj_000062_0,obj_000067_0,obj_000065_0,obj_000053_0","finished,finished,finished,finished,finished,finished,finished",True,"obj_000061_0,obj_000062_0,obj_000067_0,obj_000065_0,obj_000045_0,obj_000053_0",obj_000048_0,7,0,0,0,0,6,1,6,1,difficult_153,trial_2025-11-21_15-54-44__difficult__all_auto/153__obj_000045_0__random,random,427.4431612491608,,
0.0446341037750244,3.101381301879883,0.0001428127288818,0.0278277397155761,3.174531936645508,obj_000042_0,10.0,"7,6,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,6,-1,-1,-1,7,0","26.994933128356934,99.58025598526,38.57999348640442,83.05838871002197,23.31619453430176,118.60622787475586,82.8438310623169,54.87223410606384,66.77646017074585,42.85575747489929,39.96630930900574,52.94369649887085,37.56203842163086,14.067946910858154,9.025691032409668,9.384450197219849,29.39199686050415,27.23032808303833","1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333","63.555360078811646,130.7657105922699,92.94277834892272,58.50791263580322,48.72287440299988,41.63707756996155","23.894434452056885,22.684950590133667,18.712591886520386,14.35996150970459,12.071014165878296,8.949050903320312","6.766021728515625,4.062114477157593,3.5112318992614746,2.5812368392944336,3.2875540256500244,1.6963469982147217","obj_000059_2,obj_000059_0,obj_000063_0,obj_000059_1,obj_000064_0,obj_000042_0","True,True,True,True,True,True","['obj_000059_2'],['obj_000059_0'],['obj_000063_0'],['obj_000059_1'],['obj_000064_0'],['obj_000042_0']","28.3656861782074,22.83569574356079,28.069941759109497,21.84081768989563,29.33402109146118,20.132088899612427","True,True,True,True,True,True","obj_000059_2,obj_000059_0,obj_000063_0,obj_000065_0,obj_000059_1,obj_000064_0","finished,finished,grasp_choice_failed,grasp_choice_failed,finished,grasp_choice_failed,finished,grasp_choice_failed,finished,finished",True,"obj_000059_2,obj_000042_0,obj_000059_0,obj_000063_0,obj_000059_1,obj_000064_0",obj_000065_0,6,0,0,4,0,6,0,6,1,difficult_102,trial_2025-11-21_15-54-44__difficult__all_auto/102__obj_000042_0__vlm_dg,vlm_dg,1282.0748846530914,,
0.0365393161773681,0.4814224243164062,0.000119924545288,0.0372605323791503,0.5558159351348877,obj_000048_0,6.0,"6.0,7.0,6.0,8.0,6.0,0.0","0.3369381427764892,0.3351039886474609,0.3811824321746826,0.3195071220397949,0.3383960723876953,0.311861515045166","1.0,1.0,1.0,0.3333333333333333,1.0,1.0","34.74514126777649,28.941684246063232,22.558998823165894,23.560382843017575,20.21284532546997,17.61048984527588","19.88941240310669,15.959616661071776,15.074044704437256,16.57700276374817,13.85020899772644,11.002746105194092","7.79643177986145,6.57146430015564,3.184600830078125,3.070828676223755,2.7524964809417725,2.838592290878296","obj_000069_0,obj_000074_0,obj_000029_0,obj_000072_2,obj_000064_0,obj_000048_0","True,True,False,True,True,True","['obj_000069_0'],['obj_000074_0'],[],['obj_000072_2'],['obj_000064_0'],['obj_000048_0']","26.741647005081177,36.85722613334656,39.366100788116455,26.784116983413696,23.92033100128174,16.23233151435852","True,True,False,True,True,True","obj_000074_0,obj_000055_0,obj_000029_0,obj_000032_0,obj_000069_0,obj_000072_2,obj_000073_0,obj_000064_0","finished,finished,finished,finished,finished,finished",True,"obj_000074_0,obj_000048_0,obj_000069_0,obj_000072_2,obj_000064_0","obj_000073_0,obj_000055_0,obj_000032_0,obj_000029_0",6,0,0,0,0,5,1,5,4,difficult_179,trial_2025-11-21_15-54-44__difficult__all_auto/179__obj_000048_0__random,random,384.9459240436554,,
0.0380709171295166,0.391343355178833,0.000150442123413,0.0260922908782959,0.4560189247131347,obj_000050_0,8.0,"6,-1,-1,-1,5,-1,-1,-1,8,3,6,0","49.26692175865173,28.01304602622986,19.90191149711609,27.6657931804657,22.50717043876648,40.73185324668884,24.03436756134033,36.68362760543823,25.581817626953125,31.24967861175537,21.659374237060547,27.92762017250061","0.3333333333333333,1.0,1.0,1.0,1.0,1.0","97.8754870891571,64.00407242774963,64.02457189559937,66.98515009880066,56.46927356719971,55.92378854751587","31.42432427406311,25.6222665309906,23.42652010917664,22.322612285614014,19.880219221115112,17.13542914390564","8.887600421905518,8.812256574630737,8.038371324539185,6.516622304916382,8.548627853393555,5.415855407714844","obj_000061_0,obj_000043_0,obj_000058_1,obj_000060_0,obj_000058_0,obj_000050_0","False,True,True,True,True,True","[],['obj_000043_0'],['obj_000058_1'],['obj_000060_0'],['obj_000058_0'],['obj_000050_0']","29.019325971603397,24.77788472175598,25.389344215393063,26.12147355079651,25.143998384475708,23.890570640563965","False,True,True,True,True,True","obj_000061_0,obj_000058_0,obj_000060_0,obj_000043_0,obj_000058_1","finished,grasp_choice_failed,finished,grasp_choice_failed,finished,finished,finished,finished",True,"obj_000058_0,obj_000050_0,obj_000060_0,obj_000043_0,obj_000058_1",obj_000061_0,6,0,0,2,0,5,1,5,1,difficult_165,trial_2025-11-21_15-54-44__difficult__all_auto/165__obj_000050_0__vlm_dg,vlm_dg,838.8005847930908,,
