Init Import Duration,Init Perception Planning Duration,Init Functions Duration,Init Post Duration,Total Init Duration,Target Object,Pick Count,Grasp Choice (Seg ID),Grasp Choice Duration,Grasp Score,Total Computation Duration,Total Grasp Planning Duration,Total Motion Planning Duration,Object Name,Grasp Success,Grasped,Total Execution Duration,Retract Success,Dropped,Grasp Result,Retrieved Target Object,Grasp Retracted Objects,Accidental Dropped Objects,Grasp Result finished Count,Grasp Result timeout Count,Grasp Result no_valid_grasps_found Count,Grasp Result grasp_choice_failed Count,Grasp Result no_valid_motion_plan_found Count,Grasp Success True Count,Grasp Success False Count,Grasp Retracted Objects Count,Accidental Dropped Objects Count,Scene,Experiment Path,Method,Total Experiment Time,Error,Dropped Target Object
0.0396597385406494,6.437301635742188e-06,0.0001666545867919,0.0386545658111572,0.0798676013946533,obj_000049_0,10.0,"8,12,1,8,6,0,9,7,1,0","0.4874219894409179,0.4502203464508056,0.4617195129394531,0.4476046562194824,0.3980908393859863,0.5188946723937988,0.4099080562591553,0.4569909572601318,0.3753225803375244,0.3774600028991699","0.3871541917324066,0.2996425926685333,0.3642850220203399,0.3130844533443451,0.2057520449161529,0.3012590110301971,0.3113065958023071,0.2283509224653244,0.3975904285907745,0.4327465295791626","27.38892698287964,19.860669374465942,17.745099544525146,18.36971473693848,15.44968605041504,17.396795988082886,12.65967345237732,16.62486457824707,16.65369415283203,16.480939865112305","19.331767082214355,12.83507251739502,10.766823053359984,12.025005340576172,8.997843265533447,10.511703729629517,6.924526929855347,9.871850728988647,10.255069255828856,10.977818489074709","4.01075553894043,3.16711688041687,3.0729775428771973,2.4349148273468018,2.5780820846557617,2.839779853820801,1.968982458114624,2.8339967727661133,2.8123528957366943,2.139320611953736","obj_000060_0,obj_000052_0,obj_000062_0,obj_000068_0,obj_000048_0,obj_000049_0,obj_000057_0,obj_000059_0,obj_000066_0,obj_000049_0","True,True,True,True,True,False,False,False,True,True","['obj_000060_0'],['obj_000052_0'],['obj_000062_0'],['obj_000068_0'],['obj_000048_0'],[],[],[],['obj_000066_0'],['obj_000049_0']","29.070727825164795,30.35475254058838,33.692752838134766,31.627147436141968,25.300986528396606,68.10362648963928,23.09608769416809,27.306087732315063,24.50476336479187,17.446895360946655","True,False,True,True,False,False,False,False,True,True","obj_000060_0,obj_000048_0,obj_000062_0,obj_000068_0,obj_000051_0,obj_000066_0,obj_000052_0","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000060_0,obj_000049_0,obj_000062_0,obj_000068_0,obj_000066_0","obj_000048_0,obj_000051_0,obj_000052_0",10,0,0,0,0,7,3,5,3,unstructured_30,trial_2025-10-29_20-52-05__unstructured__random/30__obj_000049_0__random,random,566.7344598770142,,
0.0389831066131591,6.198883056640625e-06,0.0001399517059326,0.0369186401367187,0.0765261650085449,obj_000065_0,15.0,"10.0,10.0,8.0,9.0,11.0,6.0,5.0,3.0,6.0,4.0,3.0,4.0,4.0,4.0","0.4369826316833496,0.449932336807251,0.419574499130249,0.3752107620239258,0.3864121437072754,0.5849580764770508,0.4326386451721191,0.3484702110290527,0.4960534572601318,0.396230936050415,0.3937568664550781,0.3192753791809082,0.3222551345825195,0.4054303169250488","0.2272752374410629,0.3158237338066101,0.5075450539588928,0.5520575046539307,0.3965357840061188,0.7770463228225708,0.2334636151790619,0.2910586595535278,0.3325410187244415,0.3847541213035583,0.5206072926521301,0.3323480486869812,0.2739430069923401","31.384190320968628,32.56072235107422,27.487390756607056,32.58412742614746,26.373165130615234,23.842893362045288,20.106900691986084,15.80768895149231,20.07993531227112,19.637616634368896,15.565102100372314,18.2116379737854,18.80392575263977","24.31898140907288,25.61575412750244,20.19585418701172,25.666581630706787,20.200395822525024,16.819435358047485,13.56610918045044,7.866339683532715,13.761725902557371,13.472322463989258,9.379603862762451,12.104758977890016,11.680392503738403","2.9989418983459477,3.030238151550293,3.285510540008545,3.144087076187134,2.2199184894561768,2.941575050354004,2.7027924060821533,4.253509044647217,2.116004705429077,2.544606208801269,2.355769395828247,2.363080739974976,3.5814459323883057","obj_000050_0,obj_000050_0,obj_000068_0,obj_000050_0,obj_000057_0,obj_000060_0,obj_000067_0,obj_000047_1,obj_000059_0,obj_000053_0,obj_000047_1,obj_000050_0,obj_000050_0","True,False,True,False,False,True,True,False,True,True,True,False,False","['obj_000050_0'],[],['obj_000068_0'],[],[],['obj_000060_0'],['obj_000067_0'],[],['obj_000059_0'],['obj_000053_0'],['obj_000047_1'],[],[]","39.26311659812927,20.819138526916504,22.495442152023315,21.95775055885315,19.8190975189209,25.26205921173096,26.994011402130127,24.23211479187012,19.06436252593994,18.49750280380249,18.7052538394928,21.6107656955719,28.966375827789307","False,False,True,False,False,True,True,False,True,False,True,False,False","obj_000060_0,obj_000047_1,obj_000053_0,obj_000050_0,obj_000068_0,obj_000067_0,obj_000059_0","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,no_valid_grasps_found,no_valid_motion_plan_found,finished",False,"obj_000060_0,obj_000047_1,obj_000068_0,obj_000067_0,obj_000059_0","obj_000050_0,obj_000053_0",13,0,1,0,1,7,6,5,2,unstructured_14,trial_2025-10-29_20-52-05__unstructured__random/14__obj_000065_0__random,random,800.8531963825226,"MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION,MotionGenStatus.INVALID_START_STATE_SELF_COLLISION",
0.0398705005645751,2.86102294921875e-06,0.0001013278961181,0.0356457233428955,0.0760560035705566,obj_000070_0,1.0,0,0.3514254093170166,0.5594580769538879,23.02262663841248,16.071514129638672,3.260594129562378,obj_000070_0,True,['obj_000070_0'],29.992725372314453,True,,finished,True,obj_000070_0,,1,0,0,0,0,1,0,1,0,unstructured_105,trial_2025-10-29_20-52-05__unstructured__random/105__obj_000070_0__random,random,80.25482559204102,,
0.0474522113800048,3.0994415283203125e-06,0.0001318454742431,0.0795307159423828,0.127777099609375,obj_000041_1,2.0,"13,0","0.6113097667694092,0.4659292697906494","0.4747183918952942,0.3468808233737945","19.54128909111023,17.989765882492065","13.171337366104126,11.000490427017212","2.027247190475464,2.8866446018218994","obj_000036_0,obj_000041_1","True,True","['obj_000036_0'],['obj_000041_1']","43.325210094451904,58.40313673019409","True,True","obj_000034_1,obj_000036_0","finished,finished",True,"obj_000041_1,obj_000036_0",obj_000034_1,2,0,0,0,0,2,0,2,1,unstructured_24,trial_2025-10-29_20-52-05__unstructured__random/24__obj_000041_1__random,random,184.55500030517567,,
0.0387098789215087,1.9073486328125e-06,9.1552734375e-05,0.0260202884674072,0.0653290748596191,obj_000048_0,14.0,"10,4,10,0,6,6,6,11,5,6,6,5,0,0","0.4601373672485351,0.3189053535461426,0.517021656036377,0.411160945892334,0.3591587543487549,0.3765273094177246,0.4409544467926025,0.3454785346984863,0.3255655765533447,0.3212573528289795,0.3000211715698242,0.3490071296691894,0.3911912441253662,0.3184719085693359","0.3776984810829162,0.6263341307640076,0.2432791590690612,0.4223348796367645,0.6120163798332214,0.5344511270523071,0.5789631009101868,0.4344367980957031,0.5617852807044983,0.5478935241699219,0.5154455900192261,0.7907611727714539,0.6425244808197021,0.2936068475246429","32.82985234260559,21.40939712524414,30.978111505508423,32.49722981452942,30.76508116722107,28.439879417419437,26.096958875656128,31.52968668937683,20.48942804336548,25.941075801849365,28.12273859977722,20.3711154460907,18.77960705757141,22.307246446609497","24.25857377052307,14.1112322807312,23.42144131660461,25.275049924850464,23.777114152908325,21.798969507217407,19.73589253425598,24.70604085922241,13.898434162139893,18.75787115097046,21.56389856338501,14.133163690567017,12.500965356826782,15.871885299682615","4.717820644378662,3.235158920288086,3.55999493598938,3.547922849655152,3.3425192832946777,2.9604568481445312,2.672672986984253,3.218221426010132,3.065227508544922,3.608718156814575,2.9241456985473637,2.8275580406188965,2.690104722976685,2.9537744522094727","obj_000025_1,obj_000059_0,obj_000025_1,obj_000048_0,obj_000059_0,obj_000059_0,obj_000059_0,obj_000025_2,obj_000061_1,obj_000059_0,obj_000059_0,obj_000061_1,obj_000048_0,obj_000048_0","False,False,False,False,False,False,False,True,False,False,True,False,False,True","[],[],[],[],[],[],[],['obj_000025_2'],[],[],['obj_000059_0'],[],[],['obj_000048_0']","29.23811936378479,22.091326475143436,29.911348342895508,36.37536311149597,21.184820652008057,23.011938095092773,22.62473845481873,29.128334760665894,18.66596007347107,25.990148067474365,29.204622507095337,24.3369460105896,22.770026922225952,21.99463152885437","False,False,False,False,False,False,False,True,False,False,True,False,False,True","obj_000059_0,obj_000036_0,obj_000025_2","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",True,"obj_000048_0,obj_000025_2,obj_000059_0",obj_000036_0,14,0,0,0,0,3,11,3,1,unstructured_128,trial_2025-10-29_20-52-05__unstructured__random/128__obj_000048_0__random,random,836.0257065296173,,
21.88145661354065,58.00181198120117,0.0001790523529052,0.0275189876556396,79.91132140159607,obj_000066_0,15.0,"12,11,15,2,1,5,11,6,1,3,6,5,5,3,3","0.4154157638549804,0.4796993732452392,0.4985115528106689,0.5284988880157471,0.5434658527374268,0.397179365158081,0.3979151248931885,0.3921766281127929,0.3440005779266357,0.3339221477508545,0.4109847545623779,0.4071187973022461,0.4277627468109131,0.3606534004211426,0.333115816116333","0.2596806287765503,0.2423539459705352,0.2976555526256561,0.5057191252708435,0.5302755236625671,0.426372766494751,0.202200248837471,0.2252270430326461,0.5357996821403503,0.2908582985401153,0.2457410544157028,0.273501306772232,0.3428020477294922,0.356810986995697,0.3628151416778564","26.82552456855774,25.930610418319706,22.997841835021973,21.9809889793396,24.25548887252808,18.477144956588745,16.48982000350952,15.439448356628418,15.671140432357788,12.879252433776855,14.578322887420654,13.797438621520996,14.196590662002563,11.992416143417358,10.406507730484009","16.905943155288696,16.347827434539795,14.038536071777344,11.740018129348757,13.924456596374512,9.447837114334106,8.647491931915283,8.026548147201538,7.813209533691406,5.848690748214722,7.791176080703735,7.450933694839477,7.496303558349609,6.347798109054565,4.794387340545654","4.370593547821045,4.460100412368774,3.893212080001831,4.847249269485474,5.611722469329834,4.519791841506958,3.3666422367095947,3.1883766651153564,3.823430061340332,2.9238531589508057,2.7752461433410645,2.480580568313598,2.8633041381835938,2.112635374069214,2.092484951019287","obj_000052_0,obj_000052_0,obj_000063_0,obj_000062_0,obj_000051_0,obj_000060_0,obj_000057_0,obj_000043_0,obj_000047_0,obj_000067_0,obj_000059_0,obj_000068_0,obj_000049_0,obj_000067_0,obj_000048_0","False,True,True,True,True,True,True,True,True,True,True,True,True,True,True","[],['obj_000052_0'],['obj_000063_0'],['obj_000062_0'],['obj_000051_0'],['obj_000060_0'],['obj_000057_0'],['obj_000043_0'],['obj_000047_0'],['obj_000067_0'],['obj_000059_0'],['obj_000068_0'],['obj_000049_0'],['obj_000067_0'],['obj_000048_0']","38.74715113639832,46.673545122146606,41.80771970748901,32.779712200164795,39.30437588691712,35.23664712905884,31.12018895149231,37.91212224960327,25.452550172805783,72.40170574188232,50.5132794380188,51.683499574661255,36.05309772491455,61.54193282127381,61.51259231567383","False,True,True,True,True,True,True,False,True,False,True,True,True,True,True","obj_000060_0,obj_000047_0,obj_000063_0,obj_000062_0,obj_000043_0,obj_000068_0,obj_000049_0,obj_000067_0,obj_000059_0,obj_000051_0,obj_000057_0,obj_000052_0","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",False,"obj_000060_0,obj_000047_0,obj_000048_0,obj_000063_0,obj_000062_0,obj_000068_0,obj_000049_0,obj_000067_0,obj_000059_0,obj_000051_0,obj_000057_0,obj_000052_0",obj_000043_0,15,0,0,0,0,14,1,12,1,unstructured_30,trial_2025-10-29_20-52-05__unstructured__random/30__obj_000066_0__random,random,1170.3118438720703,,
0.073923110961914,6.437301635742188e-06,0.000192642211914,0.0382187366485595,0.1132428646087646,obj_000053_0,3.0,"10,10,0","0.4332876205444336,0.3833446502685547,0.4331123828887939","0.2768090963363647,0.2404527515172958,0.182417944073677","29.701698541641235,30.262393474578857,31.350314617156982","22.097033262252808,22.42579436302185,23.53659749031067","3.722719430923462,3.8122713565826416,3.784465789794922","obj_000050_0,obj_000050_0,obj_000053_0","False,True,True","[],['obj_000050_0'],['obj_000053_0']","34.086901903152466,28.07285475730896,23.77421736717224","False,True,True","obj_000050_0,obj_000068_0","finished,finished,finished",True,"obj_000050_0,obj_000053_0",obj_000068_0,3,0,0,0,0,2,1,2,1,unstructured_14,trial_2025-10-29_20-52-05__unstructured__random/14__obj_000053_0__random,random,208.5600748062133,,
0.0861053466796875,6.67572021484375e-06,0.000157356262207,0.039492130279541,0.1265537738800048,obj_000047_0,7.0,"7,11,6,1,2,12,0","0.3900058269500732,0.4963254928588867,0.397468090057373,0.3615944385528564,0.4517579078674316,0.4532179832458496,0.4162654876708984","0.3385138213634491,0.3067751228809356,0.3605541288852691,0.3758729696273803,0.5001494288444519,0.2079273611307144,0.2311412245035171","26.5603141784668,21.224618911743164,20.568321704864506,17.990110158920288,17.093618869781494,18.812142848968502,15.953966856002808","18.954628705978397,14.629922151565552,11.920937538146973,11.070263147354126,9.473076820373535,11.702285289764404,9.76162815093994","3.744670629501343,2.3110005855560303,4.978493690490723,3.1902995109558105,3.563498020172119,3.3142151832580566,2.5354108810424805","obj_000060_0,obj_000052_0,obj_000067_0,obj_000051_0,obj_000062_0,obj_000063_0,obj_000047_0","True,True,True,False,True,False,True","['obj_000060_0'],['obj_000052_0'],['obj_000067_0'],[],['obj_000062_0'],[],['obj_000047_0']","28.27290296554565,41.2751579284668,30.440083980560303,33.136956453323364,28.699079751968384,32.79002356529236,32.25354290008545","True,True,False,False,True,False,True","obj_000062_0,obj_000060_0,obj_000067_0,obj_000052_0","finished,finished,finished,finished,finished,finished,finished",True,"obj_000047_0,obj_000062_0,obj_000060_0,obj_000052_0",obj_000067_0,7,0,0,0,0,5,2,4,1,unstructured_30,trial_2025-10-29_20-52-05__unstructured__random/30__obj_000047_0__random,random,431.344518661499,,
0.0405910015106201,5.245208740234375e-06,9.489059448242188e-05,0.0461525917053222,0.0875217914581298,obj_000067_0,15.0,"8,7,0,11,11,11,7,13,6,1,7,1,3,1,10","0.3698339462280273,0.4204874038696289,0.4197301864624023,0.4146096706390381,0.4238951206207275,0.4725043773651123,0.3907275199890136,0.6022059917449951,0.4068238735198974,0.4105045795440674,0.409252405166626,0.3399896621704101,0.3651971817016601,0.3442378044128418,0.483722448348999","0.2620560824871063,0.315456748008728,0.2798042595386505,0.2876225709915161,0.2792619466781616,0.2349621653556823,0.1869836896657943,0.1995481103658676,0.2232213467359542,0.4889123737812042,0.7050608396530151,0.7763392329216003,0.3116620182991028,0.8045668601989746,0.3968479931354522","26.672013521194454,22.932035446166992,23.281592845916748,20.2092604637146,22.552029609680176,17.92070960998535,19.64289665222168,22.424691677093502,16.303731679916382,14.72330927848816,19.9071307182312,16.851646184921265,21.120221614837646,18.967834949493408,14.900185823440552","18.757429361343384,15.458335161209106,15.634571313858032,13.710818529129028,15.521373987197876,11.244202136993408,12.924153566360474,13.168777465820312,9.839301824569702,8.781677007675171,13.169933795928957,10.10500979423523,14.143322229385376,12.698761701583862,8.079313039779663","4.016171216964722,3.478335380554199,4.075426340103149,2.7264208793640137,3.0858936309814453,2.779700994491577,2.776111125946045,5.359400272369385,2.806835412979126,2.1413824558258057,2.913252830505371,3.094207286834717,3.127815008163452,2.613114356994629,3.122722148895264","obj_000048_0,obj_000060_0,obj_000067_0,obj_000052_0,obj_000052_0,obj_000052_0,obj_000043_0,obj_000063_0,obj_000048_0,obj_000062_0,obj_000059_0,obj_000062_0,obj_000047_0,obj_000062_0,obj_000057_0","False,True,False,False,False,True,False,True,True,False,False,False,False,True,True","[],['obj_000060_0'],[],[],[],['obj_000052_0'],[],['obj_000063_0'],['obj_000048_0'],[],[],[],[],['obj_000062_0'],['obj_000057_0']","62.25618743896485,35.4156653881073,38.3001172542572,39.259169816970825,41.64898467063904,33.845011711120605,36.34368634223938,28.186381340026852,36.14707040786743,29.03045129776001,22.63433623313904,18.59299063682556,30.50808167457581,21.61533808708191,22.78299331665039","False,True,False,False,False,False,False,True,True,False,False,False,False,True,True","obj_000060_0,obj_000048_0,obj_000063_0,obj_000062_0,obj_000051_0,obj_000052_0","finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished",False,"obj_000060_0,obj_000048_0,obj_000063_0,obj_000062_0,obj_000057_0","obj_000051_0,obj_000052_0",15,0,0,0,0,6,9,5,2,unstructured_30,trial_2025-10-29_20-52-05__unstructured__random/30__obj_000067_0__random,random,926.656168460846,,
0.0361511707305908,1.9073486328125e-06,9.131431579589844e-05,0.0456504821777343,0.0824043750762939,obj_000050_0,9.0,"0,0,0,0,0,5,3,8,0","0.3495023250579834,0.3885364532470703,0.4127759933471679,0.4052584171295166,0.4037816524505615,0.3487343788146972,0.3896527290344238,0.3589198589324951,0.4089744091033935","0.4720318913459778,0.485765129327774,0.4245737195014953,0.4682319760322571,0.5195049047470093,0.2468721717596054,0.2466298192739486,0.6813672780990601,0.3515920639038086","35.04270601272583,33.36946129798889,26.63962435722351,32.95219373703003,33.25995111465454,35.041006326675415,25.50360584259033,25.665768146514893,29.27431988716125","27.80164384841919,25.76076912879944,20.02394270896912,25.84825038909912,25.88561224937439,27.211838483810425,18.231040239334103,19.07229518890381,21.897104263305664","3.492990016937256,3.603863716125488,2.789344310760498,3.333324670791626,3.711245059967041,4.123008966445923,3.5036630630493164,2.9452474117279053,3.4908998012542725","obj_000050_0,obj_000050_0,obj_000050_0,obj_000050_0,obj_000050_0,obj_000047_1,obj_000066_0,obj_000061_1,obj_000050_0","False,False,False,False,False,True,False,False,True","[],[],[],[],[],['obj_000047_1'],[],[],['obj_000050_0']","31.025150775909424,117.8995168209076,69.91359329223633,24.46793246269226,56.59269857406616,25.565168857574463,27.243412256240845,35.876346826553345,24.887053966522217","False,False,False,False,False,False,False,False,True","obj_000049_2,obj_000057_2,obj_000047_1,obj_000045_0","finished,finished,finished,finished,finished,finished,finished,finished,finished",True,obj_000050_0,"obj_000049_2,obj_000057_2,obj_000047_1,obj_000045_0",9,0,0,0,0,2,7,1,4,unstructured_122,trial_2025-10-29_20-52-05__unstructured__random/122__obj_000050_0__random,random,774.7512238025665,,
