Init Import Duration,15.414161920547485
Init Perception Planning Duration,12.118227243423462
Init Functions Duration,0.00022721290588378906
Init Post Duration,0.014369964599609375
Total Init Duration,27.54838800430298
Target Object,obj_000070_0
Pick Count,1
Grasp Result,no_valid_grasps_found
Retrieved Target Object,False
