Init Import Duration,35.88025736808777
Init Perception Planning Duration,13.98375940322876
Init Functions Duration,0.00021123886108398438
Init Post Duration,0.05453753471374512
Total Init Duration,49.92040133476257
Target Object,obj_000070_0
Pick Count,1
Grasp Choice (Seg ID),1
Grasp Choice Duration,7.857545852661133
