Init Import Duration,15.045825242996216
Init Perception Planning Duration,12.979035139083862
Init Functions Duration,0.00024700164794921875
Init Post Duration,0.02439260482788086
Total Init Duration,28.052725553512573
Target Object,obj_000070_0
Pick Count,1
Grasp Choice (Seg ID),1
Grasp Choice Duration,8.029713869094849
