Init Import Duration,15.279793500900269
Init Perception Planning Duration,11.853091478347778
Init Functions Duration,0.00039386749267578125
Init Post Duration,0.06580352783203125
Total Init Duration,27.20109534263611
Target Object,obj_000070_0
Pick Count,1
Grasp Result,no_valid_grasps_found
Retrieved Target Object,False
