Init Import Duration,15.47256350517273
Init Perception Planning Duration,11.997835874557495
Init Functions Duration,0.00021123886108398438
Init Post Duration,0.02430415153503418
Total Init Duration,27.497193574905396
Target Object,obj_000070_0
Pick Count,1
Grasp Result,no_valid_grasps_found
Retrieved Target Object,False
