Init Import Duration,14.550138711929321
Init Perception Planning Duration,13.864208459854126
Init Functions Duration,0.0003135204315185547
Init Post Duration,0.09987688064575195
Total Init Duration,28.516604900360107
Target Object,obj_000070_0
Pick Count,1
