Init Import Duration,36.05007004737854
Init Perception Planning Duration,13.162915468215942
Init Functions Duration,0.0003094673156738281
Init Post Duration,0.04291033744812012
Total Init Duration,49.25875377655029
Target Object,obj_000070_0
Pick Count,1
Grasp Choice (Seg ID),1
Grasp Choice Duration,7.548630714416504
