Init Import Duration,13.884020566940308
Init Perception Planning Duration,12.343260288238525
Init Functions Duration,0.0004127025604248047
Init Post Duration,0.03541231155395508
Total Init Duration,26.264427423477173
Target Object,obj_000070_0
Pick Count,1
