Init Import Duration,9.908833742141724
Init Perception Planning Duration,8.23349642753601
Init Functions Duration,0.0001850128173828125
Init Post Duration,0.02449941635131836
Total Init Duration,18.168416023254395
Target Object,obj_000070_0
Pick Count,1
Grasp Choice (Seg ID),1
Grasp Choice Duration,8.240712404251099
