Init Import Duration,15.154500961303711
Init Perception Planning Duration,12.558664083480835
Init Functions Duration,0.000232696533203125
Init Post Duration,0.014147758483886719
Total Init Duration,27.730114698410034
Target Object,obj_000070_0
Pick Count,1
Grasp Choice (Seg ID),1
Grasp Choice Duration,7.907609939575195
