Init Import Duration,14.929070472717285
Init Perception Planning Duration,12.859150171279907
Init Functions Duration,0.0004496574401855469
Init Post Duration,0.025263071060180664
Total Init Duration,27.816607236862183
Target Object,obj_000070_0
Pick Count,1
Grasp Result,no_valid_grasps_found
Retrieved Target Object,False
